Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA
2010-11-05,HA-LWA,,,,,,,,,,167,0,167,167,,167,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-06,HA-LPQ,,,,,,,,,,110,0,110,0,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-06,HA-LPQ,,,,,,,,,,105,0,105,57,,105,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-06,HA-LPQ,,,,,,,,,,112,0,112,112,,112,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS26
2010-11-06,HA-LPQ,,,,,,,,,,100,0,100,100,,100,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-07,HA-LWA,,,,,,,,,,111,0,111,0,,111,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS16L
2010-11-07,HA-LWA,,,,,,,,,,120,0,120,94,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-07,HA-LWA,,,,,,,,,,109,0,109,109,,109,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS08
2010-11-07,HA-LWA,,,,,,,,,,110,0,110,110,,110,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS06
2010-11-08,HA-LWA,,,,,,,,,,192,0,192,115,,192,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS
2010-11-08,HA-LWA,,,,,,,,,,170,0,170,170,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-09,OK-SOB,,,,,,,,,,54,54,0,0,,0,,,,6,6,0,0,6,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BABIC M.,,,,,,,,,,,,,,,,,FI/IRI conversion: w/ Marek Babic
2010-11-09,HA-LWA,,,,,,,,,,110,0,110,110,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,VOR25
2010-11-09,HA-LWA,,,,,,,,,,103,0,103,103,,103,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-15,HA-LWD,,,,,,,,,,85,0,85,0,,85,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS22
2010-11-15,HA-LWD,,,,,,,,,,81,0,81,0,,81,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-16,HA-LWD,,,,,,,,,,112,0,112,112,,112,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,VOR25
2010-11-16,HA-LWD,,,,,,,,,,105,0,105,105,,105,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-20,HA-LWD,,,,,,,,,,97,0,97,97,,97,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,VOR25
2010-11-20,HA-LWD,,,,,,,,,,101,0,101,101,,101,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-25,HA-LPH,,,,,,,,,,105,0,105,0,,105,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS16L
2010-11-25,HA-LPH,,,,,,,,,,103,0,103,66,,103,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-25,HA-LPH,,,,,,,,,,101,0,101,101,,101,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS26
2010-11-25,HA-LPH,,,,,,,,,,101,0,101,101,,101,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS06
2010-11-26,HA-LPH,,,,,,,,,,195,0,195,164,,195,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS33R
2010-11-26,HA-LPH,,,,,,,,,,167,0,167,167,,167,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS31
2010-11-27,HA-LPH,,,,,,,,,,116,0,116,116,,116,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS25
2010-11-27,HA-LPH,,,,,,,,,,110,0,110,110,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SAWETZ Peter,SELF,,,,,,,,,,,,,,,,,ILS
2010-11-28,HA-LPH,,,,,,,,,,118,0,118,0,,118,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS16L
2010-11-28,HA-LPH,,,,,,,,,,100,0,100,100,,100,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-28,HA-LPH,,,,,,,,,,118,0,118,118,,118,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS08
2010-11-28,HA-LPH,,,,,,,,,,133,0,133,133,,133,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-11-29,HA-LPH,,,,,,,,,,216,0,216,213,,216,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS33R
2010-11-29,HA-LPH,,,,,,,,,,165,0,165,165,,165,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-04,HA-LPX,,,,,,,,,,119,0,119,119,,119,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,VISUAL 25
2010-12-04,HA-LPX,,,,,,,,,,110,0,110,110,,110,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-05,HA-LPZ,,,,,,,,,,125,0,125,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS16L
2010-12-05,HA-LPZ,,,,,,,,,,103,0,103,103,,103,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-05,HA-LPZ,,,,,,,,,,143,0,143,143,,143,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS26
2010-12-05,HA-LPA,,,,,,,,,,101,0,101,101,,101,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS06
2010-12-12,HA-LPD,,,,,,,,,,90,0,90,90,,90,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS25
2010-12-12,HA-LPD,,,,,,,,,,75,0,75,1,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-12,HA-LPD,,,,,,,,,,93,0,93,0,,93,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS22
2010-12-12,HA-LPD,,,,,,,,,,82,0,82,0,,82,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,
2010-12-15,HA-LPD,,,,,,,,,,135,0,135,135,,135,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS34R
2010-12-15,HA-LPD,,,,,,,,,,120,0,120,120,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS06
2010-12-19,HA-LPE,,,,,,,,,,126,0,126,126,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS08 cat III
2010-12-19,HA-LPE,,,,,,,,,,96,0,96,0,,96,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-19,HA-LPE,,,,,,,,,,68,0,68,0,,68,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS28
2010-12-19,HA-LPE,,,,,,,,,,77,0,77,43,,77,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-27,HA-LPJ,,,,,,,,,,95,0,95,95,,95,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS25
2010-12-27,HA-LPJ,,,,,,,,,,77,0,77,2,,77,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-27,HA-LPJ,,,,,,,,,,82,0,82,0,,82,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS22
2010-12-27,HA-LPJ,,,,,,,,,,69,0,69,0,,69,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-28,HA-LPE,,,,,,,,,,99,0,99,0,,99,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS22 man thrst
2010-12-28,HA-LPE,,,,,,,,,,76,0,76,0,,76,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-29,HA-LPR,,,,,,,,,,110,0,110,110,,110,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS26
2010-12-29,HA-LPR,,,,,,,,,,111,0,111,0,,111,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-29,HA-LPR,,,,,,,,,,70,0,70,0,,70,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS28
2010-12-29,HA-LPR,,,,,,,,,,78,0,78,0,,78,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-30,HA-LPE,,,,,,,,,,90,0,90,90,,90,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-30,HA-LPE,,,,,,,,,,95,0,95,5,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-30,HA-LPE,,,,,,,,,,76,0,76,0,,76,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS22
2010-12-30,HA-LPE,,,,,,,,,,77,0,77,0,,77,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,BURES F.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-31,HA-LPR,,,,,,,,,,118,0,118,118,,118,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS25 cat iii
2010-12-31,HA-LPR,,,,,,,,,,86,0,86,0,,86,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2010-12-31,HA-LPR,,,,,,,,,,76,0,76,0,,76,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS22
2010-12-31,HA-LPR,,,,,,,,,,78,0,78,0,,78,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JARVIS P.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-15,HA-LPR,,,,,,,,,,125,0,125,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-01-15,HA-LPR,,,,,,,,,,125,0,125,72,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,VOR10
2011-01-15,HA-LPR,,,,,,,,,,130,0,130,130,,130,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-01-15,HA-LPR,,,,,,,,,,105,0,105,105,,105,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,MEIJOME M.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-16,HA-LPR,,,,,,,,,,139,0,139,139,,139,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS25R
2011-01-16,HA-LPR,,,,,,,,,,134,0,134,134,,134,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-17,HA-LPR,,,,,,,,,,177,0,177,75,,177,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS33R
2011-01-17,HA-LPR,,,,,,,,,,160,0,160,160,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-19,HA-LPR,,,,,,,,,,78,0,78,78,,78,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS25
2011-01-19,HA-LPR,,,,,,,,,,74,0,74,6,,74,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-19,HA-LPR,,,,,,,,,,84,0,84,0,,84,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS22
2011-01-19,HA-LPR,,,,,,,,,,78,0,78,0,,78,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-23,HA-LPD,,,,,,,,,,115,0,115,0,,115,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS34R
2011-01-23,HA-LPD,,,,,,,,,,108,0,108,55,,108,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-23,HA-LPD,,,,,,,,,,120,0,120,120,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS08 autoland
2011-01-23,HA-LPD,,,,,,,,,,112,0,112,112,,112,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-24,HA-LPS,,,,,,,,,,95,0,95,0,,95,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS16L
2011-01-24,HA-LPS,,,,,,,,,,111,0,111,44,,111,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-24,HA-LPS,,,,,,,,,,106,0,106,106,,106,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-01-24,HA-LPS,,,,,,,,,,115,0,115,115,,115,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-01-25,HA-LPS,,,,,,,,,,109,0,109,109,,109,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS07
2011-01-25,HA-LPS,,,,,,,,,,115,0,115,115,,115,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,ZAKOWICZ A.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-02,HA-LPS,,,,,,,,,,106,0,106,0,,106,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS34R
2011-02-02,HA-LPS,,,,,,,,,,106,0,106,65,,106,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-02,HA-LPS,,,,,,,,,,114,0,114,114,,114,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-02-02,HA-LPS,,,,,,,,,,113,0,113,113,,113,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-04,HA-LPI,,,,,,,,,,129,0,129,129,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-02-04,HA-LPI,,,,,,,,,,101,0,101,0,,101,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-04,HA-LPI,,,,,,,,,,106,0,106,0,,106,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS06
2011-02-04,HA-LPI,,,,,,,,,,121,0,121,0,,121,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,REINMULLER C.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-05,HA-LPI,,,,,,,,,,117,0,117,0,,117,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-02-05,HA-LPI,,,,,,,,,,133,0,133,55,,133,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS28
2011-02-05,HA-LPI,,,,,,,,,,135,0,135,135,,135,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS26
2011-02-05,HA-LPI,,,,,,,,,,105,0,105,105,,105,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-06,HA-LPI,,,,,,,,,,148,0,148,148,,148,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS25L
2011-02-06,HA-LPI,,,,,,,,,,150,0,150,150,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,STAHLI P.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-12,HA-LPQ,,,,,,,,,,75,0,75,0,,75,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS07
2011-02-12,HA-LPQ,,,,,,,,,,71,0,71,0,,71,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS06 m/thrst
2011-02-13,HA-LPQ,,,,,,,,,,80,0,80,80,,80,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS25
2011-02-13,HA-LPQ,,,,,,,,,,79,0,79,0,,79,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-13,HA-LPQ,,,,,,,,,,86,0,86,0,,86,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS22
2011-02-13,HA-LPQ,,,,,,,,,,80,0,80,0,,80,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,CUMAN R.,SELF,,,,,,,,,,,,,,,,,ILS24
2011-02-14,HA-LPQ,,,,,,,,,,85,0,85,0,,85,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS22
2011-02-14,HA-LPQ,,,,,,,,,,75,0,75,0,,75,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,JURAN T.,SELF,,,,,,,,,,,,,,,,,ILS06
2011-02-16,UK-GE-193,,,,,,,,,,240,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SANTINI M.,SELF,,,,,,,,,,,,,,,,,lpc N. CROWL
2011-02-17,UK-GE-193,,,,,,,,,,180,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SANTINI M.,SELF,,,,,,,,,,,,,,,,,training session N. CROWL
2011-02-20,OK-FOX,,,,,,,,,,156,156,0,0,,156,,,,12,12,0,0,12,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ANYZ Z.,,,,,,,,,,,,,,,,,FI/IRI conversion: Zdenek Anyz
2011-02-26,FI-014AZ,,,,,,,,,,240,0,0,55,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,AIZPURUA L.,LEEUVEN VAN D.,SELF,,,,,,,,,,,,,,,,CAVOK FFS#1 SFI u/s G. JAROS
2011-02-27,FI-014AZ,,,,,,,,,,240,0,0,0,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,AIZPURUA L.,LEEUVEN VAN D.,SELF,,,,,,,,,,,,,,,,CAVOK FFS#2 SFI u/s G. JAROS
2011-02-28,FI-014AZ,,,,,,,,,,240,0,0,240,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,AIZPURUA L.,LEEUVEN VAN D.,SELF,,,,,,,,,,,,,,,,CAVOK FFS#3 SFI u/s G. JAROS
2011-03-01,FI-014AZ,,,,,,,,,,240,0,0,240,,0,,,,0,0,0,0,0,240,0,0.0,0.0,,,0,,,,,,,0,,,,,,AIZPURUA L.,LEEUVEN VAN D.,SELF,,,,,,,,,,,,,,,,CAVOK FFS#4 SFI u/s G. JAROS
2011-03-06,OK-PES,,,,,,,,,,66,66,0,0,,66,,,,5,5,0,0,5,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,ANYZ Z.,,,,,,,,,,,,,,,,,FI/IRI conversion: Zdenek Anyz
2011-03-07,OK-FOX,,,,,,,,,,132,132,0,0,,132,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BABIC M.,,,,,,,,,,,,,,,,,FI/IRI conversion: w/Marek Babic
2011-03-08,OK-MEX,,,,,,,,,,180,0,0,0,,0,,,,3,3,0,0,3,180,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,BABIC M.,,,,,,,,,,,,,,,,,FI/IRI conversion: w/ Marek Babic
2011-03-09,OK-KUN,,,,,,,,,,108,108,0,0,,108,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,OLBRECHT R.,,,,,,,,,,,,,,,,,FI/IRI conversion: w/ Radim Olbrecht
